id,target
1598,0
1606,0
1612,1
1616,0
1620,0
1624,0
1629,0
1630,0
1635,0
1640,0
1641,0
1642,0
1651,0
1655,0
1656,0
1659,0
1664,0
1667,0
1668,0
1674,0
1678,1
1680,1
1681,0
1682,0
1685,1
1695,1
1696,0
1697,1
1704,1
1708,0
1711,0
1713,0
1714,0
1717,0
1729,1
1730,1
1732,0
1734,0
1736,1
1738,1
1742,1
1743,0
1746,1
1748,1
1749,1
1751,1
1758,1
1764,1
1765,1
1777,1
1778,1
1781,1
1782,1
1783,1
1785,1
1788,1
1793,1
1794,0
1795,1
1797,1
1800,1
1801,0
1805,0
1806,1
1819,1
1820,1
1825,0
1828,0
1829,0
1830,1
1839,0
1843,0
1844,0
1846,1
1849,0
1850,1
1854,0
1855,1
1858,1
1859,0
1862,0
1867,1
1868,0
1871,0
1872,1
1874,1
1876,0
1879,0
1884,1
1891,0
1894,0
1896,0
1902,0
1903,0
1904,1
1906,0
1907,1
1912,0
1913,0
1923,1
1926,0
1928,1
1930,0
1931,1
1934,0
1936,1
1944,0
1946,0
1947,1
1958,1
1964,1
1970,1
1974,0
1977,1
1978,1
1982,1
1984,1
1988,0
1993,1
1997,0
1998,1
2002,1
2004,0
2005,0
2008,1
2011,1
2013,1
2018,1
2021,0
2025,0
2029,1
2030,1
2032,1
2037,1
2041,0
2044,1
2048,1
2052,1
2053,0
2054,1
2062,1
2065,1
2066,1
2072,1
2079,0
2080,1
2085,0
2088,1
2090,1
2092,1
2093,1
2101,1
2104,0
2105,1
2106,1
2107,1
2120,1
2124,0
2127,0
2130,1
2132,0
2135,0
2137,1
2140,1
2143,1
2147,0
2151,0
2152,0
2155,0
2156,1
2162,0
2165,0
2166,0
2167,0
2168,0
2170,0
2178,0
2180,0
2182,1
2184,0
2185,0
2187,0
2196,0
2197,1
2199,1
2200,1
2201,1
2202,1
2206,1
2208,1
2218,0
2223,1
2224,0
2226,0
2228,0
2232,0
2234,1
2243,0
2247,0
2249,0
2252,0
2253,1
2259,0
2261,0
2264,0
2268,0
2269,0
2270,0
2276,0
2283,0
2287,0
2290,0
2291,0
2293,0
2295,0
2302,0
2305,0
2310,1
2313,1
2316,1
2320,0
2322,0
2323,1
2326,0
2328,1
2331,1
2335,0
2338,0
2343,0
2344,1
2345,1
2353,1
2355,0
2357,0
2360,0
2365,1
2369,1
2371,0
2378,0
2380,0
2381,1
2383,0
2384,1
2392,0
2393,0
2401,1
2403,1
2404,0
2405,0
2407,1
2411,0
2424,1
2426,1
2431,0
2433,1
2434,1
2436,0
2439,0
2444,0
2447,1
2448,1
2449,0
2450,1
2461,0
2469,1
2472,1
2473,1
2474,0
2477,0
2481,0
2484,0
2495,0
2503,1
2509,0
2511,0
2518,0
2522,0
2525,0
2526,0
2529,0
2533,0
2549,0
2551,0
2558,1
2562,0
2563,0
2567,0
2574,0
2577,0
2578,0
2580,0
2581,0
2583,0
2584,0
2586,0
2589,0
2595,0
2596,0
2600,0
2601,0
2607,0
2610,0
2613,0
2615,1
2618,0
2620,0
2623,0
2626,0
2630,0
2634,0
2636,0
2638,0
2639,0
2646,0
2650,0
2652,1
2653,1
2654,0
2662,0
2665,1
2669,1
2674,0
2678,0
2681,1
2685,0
2686,0
2690,0
2697,0
2699,0
2704,0
2705,0
2710,0
2712,1
2713,1
2716,0
2717,0
2718,0
2721,0
2722,1
2735,0
2737,1
2738,0
2742,0
2745,1
2746,0
2747,0
2750,0
2751,0
2754,1
2762,1
2764,0
2772,1
2775,0
2776,0
2779,1
2781,1
2789,1
2790,0
2791,1
2798,1
2800,0
2804,1
2805,0
2806,1
2809,1
2810,0
2812,0
2814,1
2816,0
2818,0
2823,1
2824,1
2834,0
2837,0
2840,0
2845,1
2847,1
2848,1
2850,0
2859,0
2862,1
2868,0
2874,0
2876,0
2892,0
2894,0
2897,0
2901,0
2903,0
2904,0
2906,1
2914,1
2918,0
2919,0
2923,1
2926,0
2928,1
2930,0
2938,0
2940,0
2949,0
2951,0
2958,0
2961,1
2962,0
2964,0
2966,0
2967,0
2968,0
2972,1
2977,1
2978,1
2979,0
2981,0
2985,0
2986,1
2989,0
2994,0
2996,0
2997,1
2999,0
3002,0
3007,0
3008,1
3017,1
3020,0
3024,0
3028,0
3031,0
3032,0
3033,0
3035,0
3040,0
3041,0
3046,0
3050,0
3063,0
3065,1
3067,0
3069,1
3076,0
3078,0
3081,1
3087,0
3088,0
3094,1
3096,0
3098,1
3103,0
3110,0
3113,0
3121,1
3127,0
3128,1
3129,0
3135,0
3143,1
3146,1
3148,1
3149,1
3151,0
3156,0
3160,1
3164,0
3169,0
3178,1
3187,0
3194,0
3202,0
3203,0
3204,0
3206,0
3207,0
3208,0
3209,0
3213,0
3214,0
3215,0
3220,0
3223,0
3224,0
3226,0
3228,0
3230,0
3232,0
3233,0
3234,0
3238,0
3246,1
3247,1
3250,0
3251,0
3254,0
3257,0
3258,0
3261,0
3267,0
3268,0
3269,0
3271,1
3272,0
3273,0
3279,0
3290,0
3291,0
3293,0
3294,0
3298,0
3305,0
3306,0
3307,0
3310,0
3313,0
3314,0
3315,0
3316,0
3321,0
3325,0
3326,0
3327,1
3330,1
3331,0
3332,0
3333,0
3343,0
3344,1
3348,0
3349,0
3350,0
3352,0
3353,0
3354,0
3358,1
3360,0
3366,0
3371,0
3374,0
3375,0
3378,1
3382,0
3384,0
3385,0
3386,0
3392,0
3399,0
3407,1
3409,1
3416,1
3420,0
3422,0
3424,1
3426,0
3427,1
3434,1
3438,1
3441,1
3442,0
3443,0
3444,1
3449,1
3453,1
3454,0
3456,1
3457,1
3458,1
3461,1
3467,0
3479,1
3488,1
3491,0
3496,1
3502,1
3507,1
3511,0
3515,1
3516,0
3538,1
3539,0
3541,0
3545,0
3546,1
3547,0
3551,1
3553,0
3556,0
3558,0
3559,1
3561,1
3562,0
3563,0
3564,0
3571,1
3574,0
3576,0
3577,0
3579,0
3580,0
3586,0
3590,1
3599,0
3600,0
3601,0
3605,0
3606,0
3612,0
3614,0
3615,0
3616,0
3620,1
3622,0
3624,0
3630,0
3644,0
3649,0
3651,0
3654,0
3665,0
3668,0
3671,0
3672,1
3673,0
3677,0
3678,0
3687,0
3688,0
3693,1
3698,0
3699,0
3701,1
3703,0
3706,0
3707,0
3709,1
3711,0
3714,1
3716,0
3720,0
3728,0
3731,0
3732,0
3733,0
3734,0
3740,0
3746,0
3749,1
3751,1
3755,0
3757,0
3762,1
3767,0
3769,0
3779,0
3781,0
3782,0
3783,0
3784,1
3790,0
3791,1
3792,0
3794,1
3799,1
3801,0
3804,0
3808,0
3809,0
3811,0
3813,1
3817,0
3818,0
3823,0
3843,1
3844,0
3846,0
3847,1
3852,0
3854,0
3856,1
3863,1
3865,0
3867,0
3871,0
3872,0
3878,0
3880,0
3881,0
3882,0
3883,1
3884,0
3885,0
3886,0
3890,0
3891,0
3898,0
3902,0
3909,1
3910,0
3912,1
3915,0
3918,1
3920,0
3925,0
3928,1
3929,0
3930,0
3931,1
3934,1
3939,1
3941,1
3942,0
3943,0
3946,1
3963,1
3965,0
3966,1
3971,0
3972,1
3974,0
3976,1
3978,0
3981,1
3985,1
3986,0
3987,0
3988,1
3991,0
3999,0
4001,1
4002,1
4004,0
4007,1
4009,0
4013,0
4015,1
4016,0
4023,0
4031,0
4035,0
4036,0
4037,0
4040,0
4048,0
4053,0
4056,0
4059,0
4066,0
4067,1
4069,1
4070,0
4071,1
4073,1
4074,0
4075,0
4082,0
4090,0
4099,0
4102,1
4106,0
4109,0
4110,0
4115,1
4118,1
4120,0
4125,1
4126,1
4130,0
4134,1
4136,1
4137,1
4144,0
4148,0
4151,0
4155,0
4162,1
4165,1
4169,0
4174,1
4179,1
4185,0
4186,0
4187,0
4188,1
4190,0
4192,0
4193,0
4194,0
4195,0
4196,0
4207,0
4208,0
4215,0
4217,0
4222,0
4223,0
4226,0
4228,1
4229,0
4231,0
4234,0
4236,1
4249,0
4254,1
4258,0
4259,0
4263,0
4267,1
4277,1
4278,0
4280,0
4283,0
4285,1
4286,1
4287,0
4290,0
4291,1
4294,1
4302,0
4308,0
4310,0
4311,0
4315,1
4316,0
4319,1
4331,0
4338,1
4339,0
4340,0
4344,0
4346,0
4347,0
4360,0
4364,0
4367,0
4369,1
4370,0
4371,0
4380,0
4386,0
4389,0
4390,0
4394,0
4399,0
4400,1
4404,0
4409,0
4414,1
4417,1
4418,1
4419,0
4420,1
4422,1
4429,1
4431,0
4433,0
4434,0
4439,0
4443,0
4446,0
4447,1
4453,1
4460,1
4461,0
4462,0
4467,0
4469,0
4473,0
4474,0
4475,1
4477,0
4481,1
4483,0
4484,0
4485,1
4495,0
4497,0
4500,0
4501,0
4502,0
4505,0
4506,0
4510,0
4512,0
4513,1
4532,0
4535,1
4536,0
4540,0
4545,0
4552,1
4554,1
4555,1
4558,1
4559,1
4560,1
4566,0
4570,1
4572,0
4574,1
4581,1
4583,1
4586,1
4591,1
4594,1
4603,1
4605,1
4612,0
4613,1
4615,0
4618,1
4621,0
4623,0
4626,1
4629,0
4633,0
4636,1
4638,0
4640,0
4643,1
4645,1
4647,0
4648,1
4651,0
4652,1
4653,1
4654,0
4660,0
4662,0
4663,0
4665,1
4668,1
4676,1
4683,1
4685,1
4686,0
4701,0
4718,1
4721,1
4727,0
4728,0
4733,0
4741,1
4743,0
4746,0
4751,1
4756,1
4761,1
4763,1
4764,1
4767,0
4772,1
4776,1
4780,1
4781,0
4792,0
4796,1
4801,0
4804,0
4805,1
4806,1
4811,0
4815,1
4816,1
4817,1
4818,1
4822,0
4824,1
4827,1
4837,1
4838,0
4839,0
4841,1
4851,1
4855,1
4861,0
4862,0
4863,0
4865,0
4871,1
4873,1
4880,0
4885,0
4886,1
4902,0
4904,0
4907,0
4916,0
4921,0
4925,0
4927,0
4928,1
4930,0
4932,1
4933,1
4937,0
4939,1
4941,0
4942,1
4947,0
4949,0
4950,0
4956,1
4960,1
4963,1
4965,0
4976,0
4977,0
4987,0
4991,1
4994,0
4999,0
5003,0
5006,0
5009,0
5011,0
5012,1
5014,0
5020,0
5021,0
5023,0
5026,0
5030,1
5031,1
5036,0
5042,1
5045,1
5048,1
5051,0
5053,0
5054,0
5057,0
5058,0
5066,0
5070,0
5077,0
5081,0
5084,0
5086,0
5090,0
5091,0
5093,0
5100,0
5108,0
5111,0
5112,0
5118,1
5121,1
5123,1
5129,0
5133,0
5143,0
5147,0
5151,0
5156,1
5158,1
5161,1
5163,0
5167,0
5173,1
5205,0
5214,0
5215,0
5216,0
5217,0
5225,0
5237,1
5239,0
5240,0
5241,0
5246,0
5250,0
5253,0
5258,0
5261,0
5268,0
5275,0
5277,1
5279,0
5288,0
5289,1
5294,0
5303,0
5307,1
5311,0
5312,0
5314,1
5318,1
5327,0
5329,0
5333,1
5334,0
5340,0
5348,1
5358,1
5360,1
5361,1
5363,0
5364,1
5369,1
5370,0
5374,0
5376,1
5388,0
5390,0
5393,1
5394,1
5395,0
5398,0
5399,0
5401,0
5402,1
5405,1
5414,0
5415,0
5419,0
5421,1
5422,1
5424,0
5427,0
5429,0
5431,0
5433,1
5434,1
5435,1
5436,1
5438,0
5440,1
5441,1
5447,0
5451,0
5453,0
5456,0
5457,1
5463,0
5464,1
5470,1
5472,0
5474,1
5478,1
5483,1
5490,0
5500,1
5504,1
5508,0
5511,0
5512,0
5513,1
5516,0
5523,0
5527,0
5530,0
5533,1
5536,1
5537,0
5542,1
5543,0
5546,0
5549,0
5550,1
5551,1
5562,0
5566,1
5568,1
5571,1
5572,1
5574,1
5583,0
5585,1
5591,1
5596,1
5597,0
5601,1
5606,1
5607,0
5610,0
5615,1
5616,0
5623,1
5630,1
5636,1
5637,0
5639,1
5640,1
5643,1
5648,0
5649,1
5660,1
5666,1
5667,0
5678,1
5679,1
5681,0
5682,1
5691,0
5696,0
5697,0
5700,1
5701,1
5702,0
5708,1
5709,1
5718,1
5723,0
5725,1
5728,0
5731,0
5735,1
5737,1
5738,1
5742,0
5747,0
5749,0
5750,0
5755,0
5756,0
5761,0
5762,1
5767,0
5768,0
5770,1
5773,0
5774,1
5779,1
5782,1
5785,0
5786,0
5787,1
5788,0
5796,0
5802,0
5806,0
5809,1
5810,1
5811,0
5813,1
5820,0
5823,0
5830,1
5831,0
5838,0
5839,0
5844,1
5846,0
5851,0
5852,0
5857,0
5859,0
5860,1
5862,0
5865,0
5866,0
5871,0
5872,0
5877,0
5878,0
5879,0
5880,0
5895,0
5897,1
5910,0
5914,0
5915,0
5917,1
5924,1
5926,0
5931,1
5936,0
5940,1
5941,0
5945,0
5946,0
5948,0
5951,1
5967,1
5968,0
5969,0
5970,0
5971,0
5973,0
5976,0
5977,0
5984,0
5986,0
5993,1
5994,0
6005,0
6006,0
6008,0
6010,0
6011,0
6014,0
6016,0
6018,1
6021,0
6025,0
6028,0
6029,0
6035,1
6040,0
6042,1
6044,0
6046,0
6052,1
6054,0
6062,0
6063,1
6067,0
6068,0
6077,1
6079,0
6080,0
6081,1
6082,0
6089,0
6095,0
6101,0
6107,0
6114,0
6117,0
6121,0
6122,0
6124,0
6129,0
6131,1
6136,1
6139,0
6142,0
6143,1
6144,1
6149,0
6155,1
6157,0
6158,1
6161,0
6168,0
6172,0
6176,0
6177,0
6179,1
6180,0
6182,1
6186,0
6189,0
6190,0
6194,0
6204,0
6205,0
6209,0
6210,0
6212,0
6214,0
6221,0
6225,0
6228,1
6229,0
6231,0
6235,0
6236,1
6237,1
6238,1
6239,1
6242,1
6249,1
6250,1
6251,0
6252,1
6260,1
6264,0
6266,0
6270,0
6275,1
6279,0
6280,1
6284,1
6285,0
6286,0
6287,0
6288,0
6289,1
6290,0
6291,0
6295,0
6298,0
6307,0
6308,1
6309,1
6313,0
6316,0
6319,0
6321,1
6324,0
6327,1
6333,1
6351,0
6352,0
6353,0
6357,0
6359,0
6360,0
6364,0
6367,1
6368,0
6377,0
6378,0
6379,1
6381,0
6390,1
6401,1
6408,1
6409,0
6411,1
6419,0
6424,0
6426,0
6428,1
6431,1
6432,0
6433,1
6435,0
6437,0
6439,0
6442,1
6444,0
6447,0
6456,0
6457,0
6460,0
6468,0
6471,1
6475,1
6476,0
6479,0
6483,0
6487,1
6488,1
6489,1
6496,1
6498,1
6502,1
6503,0
6507,0
6508,1
6509,0
6517,0
6521,1
6522,0
6524,0
6526,0
6531,1
6533,1
6538,1
6539,1
6544,1
6557,1
6558,1
6562,0
6563,0
6564,1
6574,0
6578,0
6581,1
6584,0
6587,0
6589,1
6590,1
6592,1
6595,1
6599,0
6600,1
6606,1
6609,1
6612,1
6615,1
6618,0
6620,1
6623,1
6633,1
6639,1
6640,1
6641,1
6645,1
6650,0
6651,0
6652,0
6657,0
6659,1
6666,0
6671,0
6673,0
6674,0
6677,0
6680,0
6684,0
6685,1
6691,0
6692,0
6696,0
6698,0
6704,0
6705,1
6710,1
6713,1
6715,0
6717,1
6718,1
6720,1
6728,0
6732,1
6733,0
6739,0
6740,0
6741,1
6743,1
6747,1
6750,1
6752,0
6753,0
6755,1
6761,0
6763,0
6768,0
6770,0
6771,0
6777,0
6778,0
6780,0
6782,0
6786,1
6791,0
6797,0
6798,0
6803,0
6805,1
6812,1
6816,1
6818,1
6822,1
6825,1
6826,1
6827,1
6829,0
6831,0
6836,0
6838,1
6840,1
6842,0
6846,1
6851,0
6853,0
6856,0
6859,0
6865,0
6866,0
6868,0
6869,0
6871,0
6873,0
6886,0
6887,0
6888,0
6889,0
6891,0
6894,0
6895,0
6899,0
6901,0
6902,0
6904,0
6906,0
6922,1
6923,0
6924,1
6927,0
6934,0
6938,0
6941,0
6942,0
6944,0
6947,0
6952,0
6957,0
6958,0
6964,1
6968,1
6969,0
6976,0
6982,1
6986,0
6987,0
6989,0
6991,0
6993,0
6995,0
6997,1
7000,1
7003,0
7004,0
7007,0
7011,0
7014,0
7016,0
7017,0
7020,0
7022,0
7028,0
7033,0
7034,0
7035,0
7038,0
7040,0
7041,1
7042,0
7045,0
7049,0
7055,0
7057,0
7062,0
7064,0
7066,1
7067,0
7072,1
7079,0
7082,0
7083,0
7084,1
7085,0
7087,0
7090,0
7094,0
7096,0
7099,0
7100,1
7101,0
7102,1
7103,1
7107,0
7110,1
7113,1
7117,0
7119,1
7123,0
7127,0
7133,1
7139,0
7143,1
7145,0
7151,0
7152,1
7153,0
7156,1
7162,0
7170,0
7172,1
7177,0
7181,0
7182,0
7189,1
7190,0
7200,0
7207,0
7209,0
7212,0
7216,0
7217,0
7219,0
7220,0
7222,0
7225,0
7233,0
7237,0
7238,0
7239,1
7240,0
7243,0
7245,0
7246,0
7249,0
7257,0
7258,0
7259,0
7262,0
7263,0
7269,0
7271,0
7273,0
7276,0
7279,0
7282,0
7284,0
7293,0
7298,0
7303,0
7304,0
7305,0
7308,0
7313,0
7314,0
7321,0
7322,0
7327,0
7333,0
7336,0
7339,0
7341,0
7346,0
7347,1
7349,0
7351,1
7353,0
7363,0
7364,0
7368,0
7370,0
7375,1
7376,0
7379,0
7382,0
7384,0
7385,1
7387,1
7388,0
7389,0
7394,1
7396,0
7398,0
7399,0
7401,0
7404,0
7406,1
7409,0
7411,0
7417,0
7420,1
7422,1
7423,1
7427,0
7429,0
7432,0
7435,0
7436,0
7440,0
7441,1
7445,1
7448,0
7449,0
7450,1
7454,0
7455,1
7460,1
7462,0
7464,0
7466,0
7468,1
7469,0
7471,0
7472,0
7483,0
7484,0
7485,1
7486,0
7487,0
7489,0
7492,0
7495,0
7499,0
7500,0
7506,1
7508,0
7509,1
7511,1
7516,0
7524,0
7538,0
7539,0
7541,1
7546,0
7549,0
7562,0
7564,0
7567,0
7572,0
7574,0
7575,0
7586,0
7592,0
7596,0
7597,0
7599,0
7606,1
7615,0
7618,0
7620,1
7624,0
7625,0
7629,1
7632,0
7636,0
7637,0
7646,0
7655,0
7658,0
7660,0
7664,0
7665,0
7666,0
7667,0
7673,0
7676,0
7682,1
7684,0
7690,0
7697,1
7700,1
7704,1
7705,0
7706,0
7708,0
7709,0
7710,1
7713,1
7716,0
7726,0
7729,0
7730,1
7732,1
7734,0
7740,0
7741,0
7745,0
7757,1
7762,0
7770,1
7776,0
7777,0
7778,0
7779,1
7782,1
7786,0
7791,1
7792,0
7794,0
7795,0
7796,0
7798,0
7805,0
7806,0
7808,0
7811,0
7814,0
7819,0
7820,0
7825,0
7829,0
7834,0
7836,0
7838,1
7841,0
7845,0
7846,0
7853,0
7856,0
7858,0
7859,0
7866,0
7875,0
7879,0
7884,0
7886,0
7890,0
7892,0
7896,0
7899,0
7900,1
7901,0
7904,0
7911,1
7917,1
7919,0
7920,0
7921,0
7922,1
7925,0
7927,1
7928,0
7931,1
7942,0
7946,0
7947,1
7948,0
7951,1
7956,1
7961,0
7964,0
7966,0
7967,0
7974,0
7975,1
7979,0
7985,0
7986,0
7993,0
7995,0
7997,1
7998,0
8004,0
8007,0
8011,0
8014,1
8022,1
8027,1
8033,1
8041,1
8042,1
8046,1
8048,0
8050,1
8051,1
8052,1
8053,1
8054,0
8059,0
8063,1
8072,0
8075,0
8076,1
8077,0
8078,1
8080,0
8082,0
8086,1
8090,0
8092,1
8093,0
8099,1
8104,0
8107,0
8108,0
8114,0
8115,0
8117,1
8123,0
8124,0
8127,0
8132,0
8134,1
8139,0
8145,0
8148,0
8151,0
8152,0
8153,0
8157,0
8160,0
8166,0
8167,0
8173,0
8174,0
8178,0
8179,0
8185,0
8186,0
8192,1
8193,1
8194,0
8197,0
8198,0
8199,0
8200,1
8206,1
8207,1
8220,1
8222,0
8227,1
8228,1
8229,1
8230,1
8233,1
8248,1
8249,1
8255,1
8260,1
8263,1
8265,1
8268,1
8269,1
8272,1
8273,1
8275,1
8277,1
8281,0
8282,1
8290,1
8293,0
8299,0
8302,0
8303,0
8305,0
8306,0
8307,0
8308,0
8313,0
8316,0
8319,0
8322,1
8323,1
8325,0
8326,0
8327,0
8328,1
8331,0
8333,0
8336,0
8338,0
8340,0
8342,1
8343,0
8353,0
8354,1
8357,0
8358,0
8359,1
8373,1
8376,1
8379,0
8380,1
8381,0
8384,1
8395,0
8398,0
8403,0
8407,0
8413,0
8417,0
8420,0
8421,0
8424,0
8426,0
8427,0
8438,0
8439,0
8442,1
8449,0
8456,0
8460,0
8462,0
8465,0
8466,0
8467,1
8469,0
8470,0
8474,0
8479,1
8481,0
8482,0
8485,1
8488,0
8492,1
8493,1
8495,1
8499,0
8501,1
8519,0
8521,0
8525,0
8527,0
8529,1
8532,1
8534,0
8535,0
8537,0
8544,1
8548,0
8549,1
8552,1
8554,0
8563,0
8564,0
8565,0
8566,0
8568,0
8569,1
8573,0
8583,1
8588,0
8590,0
8592,0
8593,1
8594,1
8597,1
8600,0
8601,1
8602,0
8603,0
8604,1
8605,1
8611,0
8614,0
8616,0
8617,0
8619,1
8626,0
8629,0
8630,0
8632,1
8634,0
8641,0
8645,1
8649,0
8652,0
8666,0
8671,0
8672,0
8675,0
8678,0
8679,1
8682,0
8687,1
8701,0
8703,1
8707,1
8713,0
8716,0
8719,1
8725,1
8730,0
8731,0
8748,1
8749,1
8756,0
8764,0
8765,0
8769,0
8771,0
8772,0
8773,0
8779,1
8792,0
8794,1
8796,0
8798,1
8803,1
8807,0
8809,1
8811,0
8813,0
8814,0
8818,0
8819,0
8820,1
8821,0
8822,1
8824,0
8826,0
8827,0
8828,0
8833,1
8834,0
8845,1
8847,1
8849,1
8861,1
8867,1
8868,1
8870,1
8873,1
8874,1
8876,1
8877,1
8879,1
8882,1
8884,1
8889,1
8891,1
8894,0
8895,0
8897,1
8898,1
8901,1
8904,1
8909,0
8910,1
8911,1
8915,1
8917,0
8918,0
8919,0
8922,0
8925,0
8928,0
8929,1
8930,0
8932,1
8937,1
8940,0
8943,0
8950,1
8951,0
8954,0
8958,1
8960,0
8964,0
8975,0
8977,1
8981,0
8982,0
8984,0
8988,0
8990,0
8991,0
8995,0
8997,0
9003,1
9004,0
9010,0
9011,0
9013,1
9014,0
9015,1
9017,0
9019,0
9021,0
9024,1
9032,0
9035,0
9036,0
9037,0
9043,0
9046,0
9048,0
9049,1
9050,0
9056,0
9063,0
9065,0
9066,0
9068,0
9069,1
9070,0
9073,0
9076,0
9091,1
9092,1
9104,1
9105,1
9108,1
9111,0
9115,1
9117,1
9122,1
9125,1
9127,1
9129,0
9133,0
9136,1
9138,0
9140,1
9147,0
9150,0
9152,0
9153,1
9155,0
9158,0
9160,0
9163,1
9165,0
9167,1
9168,0
9170,0
9176,0
9178,0
9184,0
9186,1
9188,1
9189,0
9190,0
9196,0
9198,0
9199,1
9200,0
9201,0
9202,1
9204,0
9205,0
9213,0
9214,0
9224,0
9227,1
9228,0
9229,0
9234,0
9236,0
9241,0
9243,1
9245,1
9256,0
9258,1
9261,1
9274,1
9279,1
9282,0
9284,1
9285,0
9291,1
9295,0
9299,1
9302,1
9304,0
9305,0
9306,1
9310,0
9312,1
9316,0
9318,1
9323,1
9326,0
9327,0
9328,0
9331,0
9335,0
9336,0
9340,0
9349,0
9352,0
9353,1
9354,0
9356,0
9357,0
9358,0
9359,0
9364,1
9366,0
9369,1
9370,1
9379,0
9381,0
9383,0
9389,0
9390,1
9392,0
9394,0
9398,0
9399,0
9400,1
9407,0
9409,0
9412,0
9413,0
9415,0
9419,0
9423,0
9424,0
9426,1
9427,0
9428,1
9429,0
9433,0
9437,0
9440,0
9442,0
9443,0
9444,0
9447,0
9459,0
9461,0
9462,0
9464,0
9473,0
9475,1
9476,0
